
❤️❤️Radio,#group#
内蒙古文体娱乐,http://play1-qk.nmtv.cn/live/2328general.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/2318general.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/2327general.m3u8
内蒙古文化,http://play1-qk.nmtv.cn/live/2321general.m3u8
内蒙古文化,http://play1-qk.nmtv.cn/live/2330general.m3u8
内蒙古农牧,http://play1-qk.nmtv.cn/live/2320general.m3u8
内蒙古农牧,http://play1-qk.nmtv.cn/live/2329general.m3u8
呼和浩特新闻综合,http://play1-qk.nmtv.cn/live/2345general.m3u8
呼和浩特新闻综合,http://play1-qk.nmtv.cn/live/2331general.m3u8
包头新闻综合,http://play1-qk.nmtv.cn/live/2344general.m3u8
包头新闻综合,http://play1-qk.nmtv.cn/live/2358general.m3u8
赤峰新闻综合,http://play1-qk.nmtv.cn/live/2337general.m3u8
赤峰新闻综合,http://play1-qk.nmtv.cn/live/2351general.m3u8
鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/2335general.m3u8
鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/2349general.m3u8
乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/2340general.m3u8
乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/2354general.m3u8
呼伦贝尔新闻综合,http://play1-qk.nmtv.cn/live/2342general.m3u8
呼伦贝尔新闻综合,http://play1-qk.nmtv.cn/live/2356general.m3u8
巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/2334general.m3u8
巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/2348general.m3u8
阿拉善新闻综合,http://play1-qk.nmtv.cn/live/2333general.m3u8
阿拉善新闻综合,http://play1-qk.nmtv.cn/live/2347general.flv
通辽新闻综合,http://play1-qk.nmtv.cn/live/2339general.m3u8
通辽新闻综合,http://play1-qk.nmtv.cn/live/2353general.m3u8
乌海新闻综合,http://play1-qk.nmtv.cn/live/2341general.m3u8
乌海新闻综合,http://play1-qk.nmtv.cn/live/2355general.m3u8
兴安盟新闻综合,http://play1-qk.nmtv.cn/live/2343general.m3u8
兴安盟新闻综合,http://play1-qk.nmtv.cn/live/2357general.m3u8
锡林郭勒综合,http://play1-qk.nmtv.cn/live/2332general.m3u8
锡林郭勒综合,http://play1-qk.nmtv.cn/live/2346general.m3u8
内蒙包头新闻综合,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
内蒙鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
内蒙巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
内蒙赤峰新闻综合,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
内蒙乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
内蒙阿拉善新闻综合,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
内蒙乌海新闻综合,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
内蒙兴安盟新闻综合,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
内蒙锡林郭勒综合,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800

❤️❤️广西,#group#

❤️全部,#genre#
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
广西影视,http://107.150.60.122/live/gxys.m3u8
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8
广西影视,http://192.151.150.154/live/gxys.m3u8
广西都市,http://192.151.150.154/live/gxds.m3u8
广西国际,http://192.151.150.154/live/gxgj.m3u8
广西移动,http://192.151.150.154/live/gxyd.m3u8
广西交通广播FM100.3,http://live.xmcdn.com/live/304/64.m3u8
广西北部湾之声(广西对外广播),http://live.xmcdn.com/live/303/64.m3u8
广西-广西私家车调频FM93.0,http://live.xmcdn.com/live/302/64.m3u8
广西综艺,http://36.136.38.87:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://36.136.38.87:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://36.136.38.87:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://36.136.38.87:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻广播,http://live.xmcdn.com/live/299/64.m3u8
广西音乐广播,http://live.xmcdn.com/live/301/64.m3u8
南宁新闻综合,http://live.xmcdn.com/live/305/64.m3u8?aac
广西国际,http://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8?fbl=
广西国际,https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
北海经济科教,https://play-a2.quklive.com:443/live/1727311690820146.m3u8
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁公共,http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/XWZH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d1391be1fc200f8e4700c5d82b44edae
南宁都市生活,http://615bbf179ba53515dccad7b1da5d1ad9.livehwc3.cn/hls.nntv.cn/nnlive/WLSH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=2598844eaee8a4265e706fc14b3fc11d
南宁影视娱乐,http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/YSYL_244.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=e7eb508555e76e08cc1b198d04f41fb5
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_24.m3u8

❤️❤️西藏,#group#

❤️全部,#genre#
阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
西藏-西藏康巴话广播,http://satellitepull.cnr.cn/live/wxxzzykbfy/playlist.m3u8
西藏-西藏都市生活广播,http://satellitepull.cnr.cn/live/wxxzdsshgb/playlist.m3u8
西藏-西藏藏语广播,http://satellitepull.cnr.cn/live/wxxzzygb/playlist.m3u8
西藏-西藏汉语广播,http://satellitepull.cnr.cn/live/wxxzhygb/playlist.m3u8
西藏对外交通广播,http://satellitepull.cnr.cn/live/wxxzdwjtgb/playlist.m3u8

❤️❤️宁夏,#group#

❤️全部,#genre#
宁夏音乐广播,http://satellitepull.cnr.cn/live/wxnxyygb/playlist.m3u8
宁夏新闻广播,http://satellitepull.cnr.cn/live/wxnxxwgb/playlist.m3u8
银川公共,http://play-sh13.quklive.com/live/1731639141671136.m3u8?auth_key=2047003360-0911317aa34f4ed4b41b901dea63cd33-0-a7087c16facd79edbaf02551ca74fc4c
银川生活,http://play-sh13.quklive.com/live/1731638744888001.m3u8?auth_key=2047003417-dcdd449844a342e6b94327dc8f9a460f-0-cfe6b90673d38f1b0e9757ed2c02294e
银川文体,http://play-sh13.quklive.com/live/1728443786945132.m3u8?auth_key=2047003433-3f38915f559b468f903fcab5053e8bb2-0-d536d0b56aa3e92f7a640c5ab738aaf7

❤️❤️新疆,#group#

❤️全部,#genre#
新疆汉语影视,http://107.150.60.122/live/xjtv6.m3u8
新疆-阿克苏汉语广播,http://live.xmcdn.com/live/2681/64.m3u8
新疆-新疆柯语广播,http://satellitepull.cnr.cn/live/wxxjkygb/playlist.m3u8
新疆-新疆维语综合广播,http://satellitepull.cnr.cn/live/wxxjwyzhgb/playlist.m3u8
新疆玛纳斯,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
新疆-新疆维语文艺广播,http://satellitepull.cnr.cn/live/wxxjwyjtwygb/playlist.m3u8
新疆-新疆哈语广播,http://satellitepull.cnr.cn/live/wxxjhygb/playlist.m3u8
新疆-新疆蒙语广播,http://satellitepull.cnr.cn/live/wxxjmygb/playlist.m3u8
新疆-新疆汉语综合广播,http://satellitepull.cnr.cn/live/wxxjlsgb/playlist.m3u8
新疆-新疆汉语新闻广播,http://satellitepull.cnr.cn/live/wxxjxwgb/playlist.m3u8
新疆-新疆文化旅游广播,http://satellitepull.cnr.cn/live/wxxjsjcgb/playlist.m3u8
新疆-新疆交通广播,http://satellitepull.cnr.cn/live/wxxjjtgb/playlist.m3u8
巴音郭楞教育,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
巴音郭楞综合,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
伊犁哈萨克语,http://110.153.180.106:55555/out_3/index.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_4/index.m3u8
巴音郭楞交通文艺广播,http://live.xmcdn.com/live/1600/64.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
伊犁维吾尔语,http://110.153.180.106:55555/out_2/index.m3u8
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8

❤️❤️香港,#group#

❤️全部,#genre#
凤凰中文,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8
凤凰资讯,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8
美亚电影,http://rihou.cc:555/tv/美亚电影
TVB plus,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
无线娱乐,http://rihou.cc:555/tv/[Sz]无线娱乐
无线赛马,http://rihou.cc:555/tv/[mn]无线赛马
无线综合,http://rihou.cc:555/tv/[Sz]无线综合
无线星河,http://rihou.cc:555/tv/[Sz]无线星河
天映,http://rihou.cc:555/tv/[mn]天映频道
无线娱乐,http://rihou.cc:555/tv/[mn]无线娱乐
无线华剧,http://rihou.cc:555/tv/[mn]无线华剧
无线综合,http://rihou.cc:555/tv/无线综合
无线亚剧,http://rihou.cc:555/tv/[mn]无线亚剧
天映,http://rihou.cc:555/tv/天映频道
无线戏曲,http://rihou.cc:555/tv/无线戏曲
无线体育,http://rihou.cc:555/tv/[mn]无线体育
无线粤片,http://rihou.cc:555/tv/[mn]无线粤片
无线赛马,http://rihou.cc:555/tv/[Sz]无线赛马
无线赛马,http://rihou.cc:555/tv/[Pd]无线赛马
无线体育,http://rihou.cc:555/tv/[Sz]无线体育
无线综合,http://rihou.cc:555/tv/[mn]无线综合
无线亚剧,http://rihou.cc:555/tv/[Pd]无线亚剧
美亚电影,http://rihou.cc:555/tv/[Pd]美亚电影
无线经典,http://rihou.cc:555/tv/[mn]无线经典
无线粤片,http://rihou.cc:555/tv/[Pd]无线粤片
无线金曲,http://rihou.cc:555/tv/[SZ]无线金曲
无线综合,http://rihou.cc:555/tv/[Pd]无线综合
无线华剧,http://rihou.cc:555/tv/[Pd]无线华剧
无线亚剧,http://rihou.cc:555/tv/[Sz]无线亚剧
无线体育,http://rihou.cc:555/tv/[Pd]无线体育
无线粤片,http://rihou.cc:555/tv/[Sz]无线粤片
无线戏曲,http://rihou.cc:555/tv/[mn]无线戏曲
天映,http://rihou.cc:555/tv/[Pd]天映频道
无线星河,http://rihou.cc:555/tv/[mn]无线星河
美亚电影,http://rihou.cc:555/tv/[mn]美亚电影
无线经典,http://rihou.cc:555/tv/无线经典
无线星河,http://rihou.cc:555/tv/无线星河
无线粤片,http://rihou.cc:555/tv/无线粤片
无线华剧,http://rihou.cc:555/tv/无线华剧
美亚电影,http://rihou.cc:555/tv/[Sz]美亚电影
无线戏曲,http://rihou.cc:555/tv/[Pd]无线戏曲
无线亚剧,http://rihou.cc:555/tv/无线亚剧
天映,http://rihou.cc:555/tv/[Sz]天映频道
无线娱乐,http://rihou.cc:555/tv/无线娱乐
无线赛马,http://rihou.cc:555/tv/无线赛马
无线经典,http://rihou.cc:555/tv/[Pd]无线经典
无线华剧,http://rihou.cc:555/tv/[Sz]无线华剧
无线戏曲,http://rihou.cc:555/tv/[Sz]无线戏曲
无线体育,http://rihou.cc:555/tv/无线体育
无线经典,http://rihou.cc:555/tv/[Sz]无线经典
无线新闻,https://php.jdshipin.com:2096/TVOD/iptv.php?id=wxxw
天映,https://o11.163189.xyz/stream/live/typd/
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
美亚电影,http://74.91.26.218:82/live/mydy.m3u8
美亚C+_-,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
无线新闻,http://r.jdshipin.com/CkuBd
无线星河粤,http://rihou.cc:555/tv/[Pd]无线星河
有线新闻,http://rihou.cc:555/tv/[Pd]有线新闻
无线新闻,http://rihou.cc:555/tv/[Pd]无线新闻
无线华丽粤,http://rihou.cc:555/tv/[Pd]无线华丽
无线功夫,http://rihou.cc:555/tv/[Pd]无线功夫
有线综合,http://rihou.cc:555/tv/[Pd]有线综合
有线亚剧,http://rihou.cc:555/tv/[Pd]有线亚剧
无线新闻,http://67.220.71.199:2347/livehttpplay?channel_id=20123
有线综合,http://rihou.cc:555/tv/[Cx]有线综合
TVB PLUS,https://flv-play.clouda.com/live/tvb-APRE8k6I531PPQSioyvBFA2b73eNp3eKWFS6A1Tt2zJrdPTwdYLiGFID2DcmPqeMZwNUkXHWqk5gTFplrlFwkWxZ.flv
明珠,https://flv-play.clouda.com/live/mz-x4ws28pnivGXtE6fHczsJB7ypl0omrbCFDlGTihy6XwfmHF07rUiwcJlCNKmjFC2N8XgxmN1NStj8sKo5sX6VGl2.flv
翡翠,http://111.221.137.234:44330/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
明珠,http://111.221.137.234:44330/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠,http://183.62.8.58:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
明珠,http://183.62.8.58:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠,http://cdn6.163189.xyz/163189/fct4k
无线星河,http://cdn6.163189.xyz/163189/tvbxh
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
翡翠剧集,https://6.cdn.loc.cc/163189.php?id=tvbd
TVB Plus,https://smt.1678520.xyz/163189/18e96648d4420d9e
TVB Plus,https://tvb.go-iptv.ggff.net/stream/tvb/tvbplus/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
明珠,https://tvb.go-iptv.ggff.net/stream/tvb/null-3/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
无线新闻,https://tvb.go-iptv.ggff.net/stream/tvb/null-4/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
凤凰中文,https://tvb.go-iptv.ggff.net/stream/tvb/null-2/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
凤凰资讯,https://tvb.go-iptv.ggff.net/stream/tvb/null/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
凤凰香港,https://tvb.go-iptv.ggff.net/stream/tvb/null-1/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
翡翠,http://116.77.33.98:44330/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
明珠,http://116.77.33.98:44330/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=fct
明珠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=mzt
翡翠台2,http://r.jdshipin.com/qrfbg
Now财经,http://rihou.cc:555/tv/[mn]Now财经
Now星影,http://rihou.cc:555/tv/[mn]Now星影
Now爆谷,http://rihou.cc:555/tv/[mn]Now爆谷
Now英超,http://rihou.cc:555/tv/[mn]Now英超
黄金翡翠,http://rihou.cc:555/tv/[mn]黄金翡翠
Now剧集,http://rihou.cc:555/tv/[Hv]Now剧集
Now华剧,http://rihou.cc:555/tv/[Hv]Now华剧
Now新闻,http://rihou.cc:555/tv/[Cx]Now新闻
Now星影,http://rihou.cc:555/tv/[Pd]Now星影
Now星影国,http://rihou.cc:555/tv/[Hv]Now星影
Now星影粤,http://rihou.cc:555/tv/[Bx]Now星影
Now爆谷,http://rihou.cc:555/tv/[Pd]Now爆谷
Now爆谷国,http://rihou.cc:555/tv/[Hv]Now爆谷
Now爆谷粤,http://rihou.cc:555/tv/[Bx]Now爆谷
Now紫金,http://rihou.cc:555/tv/[Hv]Now紫金
Now英超,http://rihou.cc:555/tv/[Pd]Now英超
Now财经,http://rihou.cc:555/tv/[Pd]Now财经
RTHK-31,http://rihou.cc:555/tv/[Cx]RTHK-31
RTHK-32,http://rihou.cc:555/tv/[Cx]RTHK-32
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
无线明珠,http://rihou.cc:555/tv/[Pd]无线明珠
无线翡翠,http://rihou.cc:555/tv/[Pd]无线翡翠
无线翡翠4Ktv,http://rihou.cc:555/tv/[Pd]无线翡4K
黄金翡翠,http://rihou.cc:555/tv/[Pd]黄金翡翠
Now财经,http://rihou.cc:555/tv/[Sz]Now财经
Now星影,http://rihou.cc:555/tv/[Sz]Now星影
Now爆谷,http://rihou.cc:555/tv/[Sz]Now爆谷
Now英超,http://rihou.cc:555/tv/[Sz]Now英超
黄金翡翠,http://rihou.cc:555/tv/[Sz]黄金翡翠
RTHK31,https://php.jdshipin.com:2096/TVOD/iptv.php?id=rthk31
RTHK32,https://php.jdshipin.com:2096/TVOD/iptv.php?id=rthk32
TVB娱乐新闻,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbylxw
凤凰中文,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhzw
凤凰资讯,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhzx
凤凰香港,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
TVB星河,https://cdn10.163189.xyz/stream/163189/xinghe/
无线新闻,http://www.kaniptv.cn/ua3.php?etoken=JN4oP6EQ3pxYlJJm1Icq9y82ye%2BvjM1EWXsx2Y8cIWRTvJSwr8MI7uwVVFe31eG8mfoxv7toSZq9Mn2Yi2FfLCaEP8IsVQBjLyHIxjMJ03qDXhrScayywqjzt%2F7FKqtLJ5%2BQCm6NK7s942NF0kdHufegr%2F8HQ7Q4AMaOjP48GnN7E01xFI2NkTtXblRRGmPS7FYASOE6Sp7%2FzpOOp8B66QlRaxTUYzuU00qxjGUVCerv8tbiGAT4frhk2D20KnRTs1Ctqpkul0SPelPmvoP3ZXfHT4Fd0S6T7Hp8EJARsZj9RPqHTTXPfWzNv3B%2Bn8%2FyNUJ9go7TQJMRezrEDbFQkw%3D%3D
无线新闻,http://www.kaniptv.cn/ua3.php?etoken=Pc%2F88YY%2FaSEXvmSt0w4rZH81oXBpkjAoAF9TI22mTl2SHDjnpedVrLBlxgHeEya%2B0xuFlo0gKu4iBACD0xSfP%2BQdGsBZ8BkoPyD3HZhUK4I4W7CnonAtmgv4q%2BVjphTggZSQLxsRGWCGtLDQjHvY2vGaDuJFrdS%2FaJ%2FjcQxH%2BuXnt%2FSNc%2BXNFOiTt4HPL%2FGjI3Dsx4FeZv9c268X0WeyMXFxuxkmAvjF4STT9WQwVY0S4eWeZF5N6Y07fojsP6ZsNQb8qtf2xVzDNg79ElGImySGeK9EoXV%2BzSql05kyFV6FDGeEOZBs6EGUh9saO7BoRkxE%2BC69f6N5I6HcaQfAoA%3D%3D
翡翠,http://www.kaniptv.cn/ua3.php?etoken=TmHDCyjKw5dbtzfIW163Ttp4R7wzoCaPknMYnC9Bl1LmCQ6CB9ASCyfqUM3Vto4NkWsTPul%2FG497JmrtrQddSHp8FpRVH3UCDbiEpezqrzvKrP1imf06nxUy9SI4fXfMkdhmu6tJFc7AdJtWgspo%2BFN2zFSLBeETp9uhVRe%2FstDhW3qXC4P9xNoa%2F%2FFMo20vWIDv9OzE%2BrYoWcGDtnrOOnxldRtSVfWop3aMfWkfs2u4yRjBLT5CJEEpKqheo880VXXcvemhhGjxo9thb%2FMyaxu0Xu7RRAclBpj6bPV6bSNLkKOokRCtKBi8Nz5JcKZNGSUMFQLwqcBJ%2BXMhrPbR1g%3D%3D
翡翠,http://www.kaniptv.cn/ua3.php?etoken=MZkgbVUZJ9sKeS%2Fv%2BfZzS6M7YbX%2FGxmcER5hgJYAqz1jxMLf1uBcuIKydc5A2nPul1IvwyesydX6MwcVTz9i5tLhhc8Pxn%2BHTooWwhDzMWMdhSpcJbjqMaycxJfAfA5QNtHuPtMJgyzk089oUNKXLOH9cxvhwLNxugsvp%2BElr1EtEsxcDODhe2AYN30S54i3I0UgMB1YJNN35ZJoryFmmrw%2BPt2FxqHdWS5wuUa5PR%2FV8CqZgYw6II%2BoJn9C9KGV5T7gSYY7Ql0MUS4CXWrJmmsPVfKbu3mivm2pWAzR%2Fp1hPmy17sfNBgx6YcR1c65wICZ%2FrhNsILyTb9yYKUBamA%3D%3D
TVB PLUS,http://www.kaniptv.cn/ua3.php?etoken=O7EzxrMunERg9mkj1IAXVoo%2BsBerwcNBiFDP7R8bnGX4bq15NWVgTjntAhwYAEO6%2BQI8gkFJDN8F38c8dPRxj4C4rj4j4CyY5GxlmSZ5A0nPNW2l9vuvSiVBN6h149qX61J8fGbGH4K3%2BpW2O507tEttOSZznQEulC1FshLaNl4TueILQTiopsgLtJIY6kGVrTzC9d%2BS5UI3NQHfcgiNoy4Dm8sDDicRHLeHz433ykAOkW1agFDafWORQHJ5jWywinlBo9BD64H1MGedfI9fNGX1EBKW%2FoA3z8P0u4iLeSQB%2B9ST8RMhm%2BZK1S0NVLqG1ZhN1e%2FvtJwz%2FFvnwLnZWQ%3D%3D
TVB PLUS,http://www.kaniptv.cn/ua3.php?etoken=4VKy30X3HnmOESxxd2f%2BYZhGLmNZ6iXT0rOK%2Bk4pB0qbEDRr%2Fbxww8%2FKrlzE5MHpv419rFjnnXyEoA%2FzLVzd4I%2F8FWBD%2BJ4U6yth4sNDRaaE6ODqqCBOtsDX%2Fmp1MIaWOJbCjK4%2Fh7YlwGcwJHokMhnqr9xN0t5m0x2js3T8FPYHM%2FJ1fNN95XwLmHFD6U3w%2F%2FMJW9hjNVWpI1sq6WWVYhKEyzNgaqyw96K04AaIkNepNfWaEFVx0u6HzGh6JF2GLfr1vSnHSTKRzA6F0wKk8Xr2UJZFGThvT%2BV9htY44mHqUn2YF7NkjYjIfSSF996DyEdAl9MDNkTGxAgMeIIHEA%3D%3D
明珠台 英语,http://www.kaniptv.cn/ua3.php?etoken=1ewCYv7%2Bb3IO5mOtwonBpMmoaCjat3eaog98CuBBynx90kCkF4fldu8b1iu8PuWW6Z1nQHYRTeByIBbvcln%2Fqh3zHFZjb3IDj2Szt9WFpRCcnHM9hFO8M3BHuhZcqoqZ5iLoAtwt4KT5Zt1UKoBLKHP4Nq3VRApl6lim4dZmU0V6vb3Drzw4KRpYO4%2B3aPT%2Br%2FVnsFiGJuY9vV5BYj%2BkuYB6ZmFKyFLOypASzwC8RmdXWEMBuHICQpslC4BKkTgbb40b%2FuonG46sCyZtSCFrRqhEeJEEqmwY87Ppm1q%2Bz%2BzFbc4UycWaDQetHC3h6fGZnKWEiLYrrmQjO8pTtNsk1A%3D%3D
明珠台 粤语,http://www.kaniptv.cn/ua3.php?etoken=SCHHh9Oh4aMldHyzTytU7op6wHpszcY6LgPHLb8Mza5kaTksRUXY1h6Z5UYN7DASxiq0EP78ZFEOUxW%2FOVRflgbG%2Bp%2FlpC42JXb%2BT83H7KdT14NK6E32dMVWdvollo5wK6mSfG3ZfdPwCOJXnmlECczr3PF5so9dhekpdmpM%2BrrY6Du8A0zyn2x0Bybbd4ETBJWkezsBdKPw0Ru8z8iGMOllM5%2FE%2FWOWOQaIBDao0bsyzsxCKme8sbtuprudiIR%2FuuOP37pYdDS63HpT%2FJdOafyaw%2BsqZO0umypY1SFfq5FfmQ2Z1sHJzL9jVFVsDuH5Ru8FTih9NEyX15kCYZt1DQ%3D%3D
TVB星河,http://www.kaniptv.cn/ua3.php?etoken=FkzfR%2BO6I%2BqYmM0NVOdMFvcFQeGbIggtmmuiKKnGfZP3B1m8ncchh%2FyYZIRoXaYhzuT2qUw2MVVOjX8coQGDCsO9Ytd2Po5BCJsiRvsLo6DyuDaci0y4j%2BKqRC%2FkL%2BN7G8gyG6QFJ1ty5zl7P7Fc4r19%2BmV%2F4ZJ7OOHU5%2FKH%2F%2BSshFT1ZsdhbqnjsrvCpyYU52yRtSsoU8xdIe8ynHYlS1I8T4BQzDhiAPEUAm118x6nNZYmWNT3iiPZJds5KZdTltIbgohDRgthIBXfgzUBb%2FcG26GAMaeLGJyOF8vsYykMAGfSETYlyuaOd7Q8TuXyIYX33XFKvXNXr8taVslLYg%3D%3D
